"geoid","totale"
"51155",288
"05063",288
"19079",288
"48073",289
"20125",290
"39047",291
"22119",292
"27061",293
"19015",294
"01053",295
"39071",295
"36123",297
"47117",298
"17185",298
"33007",299
"29219",299
"19111",300
"29109",300
"48363",300
"48217",300
"19179",301
"48131",301
"54103",301
"55085",302
"35041",304
"30021",304
"51147",305
"13299",305
"26047",305
"16059",305
"48373",306
"06015",306
"13257",306
"54009",306
"40145",307
"51678",308
"38089",308
"37181",308
"19059",309
"17137",309
"45049",310
"08089",310
"51177",311
"01123",311
"55043",311
"31013",312
"41061",312
"26105",312
"21217",312
"23027",313
"39127",313
"47047",313
"26059",314
"13211",315
"20061",317
"50001",317
"08087",318
"19017",318
"48015",318
"51169",318
"17027",319
"06005",319
"49003",320
"05071",321
"49047",322
"16011",323
"55081",323
"18093",323
"27067",325
"08015",327
"06027",327
"28003",328
"19041",329
"27063",329
"37153",331
"48223",331
"20009",332
"26027",332
"16039",333
"35047",333
"40137",334
"27127",336
"42109",338
"47075",338
"29049",338
"26057",339
"26137",339
"39091",339
"26053",340
"28027",341
"08093",342
"08049",343
"39079",344
"17023",344
"18103",344
"54041",344
"42127",346
"26041",346
"54025",349
"56005",350
"27079",350
"12051",351
"54057",351
"48043",351
"39039",351
"17187",352
"21127",352
"48281",353
"47143",355
"48503",356
"26007",357
"48331",357
"48467",358
"13103",359
"46127",359
"24019",359
"28133",359
"39021",360
"45059",361
"48025",361
"24039",362
"13187",364
"29023",365
"29201",365
"51001",366
"36115",366
"08083",366
"41045",366
"19099",367
"47029",367
"22117",367
"51195",372
"17165",374
"54083",374
"37169",375
"47077",375
"26153",376
"39107",376
"27083",376
"47013",377
"35053",377
"47025",377
"22077",381
"42111",381
"17103",381
"29159",384
"40083",385
"48149",385
"36033",387
"29105",388
"28011",388
"22067",389
"40135",389
"13261",390
"13213",391
"46035",391
"18017",392
"04012",392
"17159",392
"16043",394
"12093",395
"26087",395
"06021",395
"48449",397
"48071",399
"27119",399
"17055",402
"24011",403
"42087",403
"32013",403
"41057",404
"13053",404
"47021",405
"28107",405
"51089",407
"13169",408
"42059",409
"22009",410
"31141",410
"31067",411
"35027",412
"21005",412
"48321",413
"21081",413
"51031",413
"39073",414
"21193",414
"53039",416
"33003",419
"40113",420
"55135",420
"01071",422
"48497",424
"50011",424
"22047",425
"18071",425
"05029",426
"47109",426
"20059",426
"40079",426
"04023",427
"42061",429
"26015",430
"39065",430
"39149",431
"37167",431
"35017",432
"40065",433
"22011",436
"17203",436
"22007",436
"37059",438
"55075",439
"46135",439
"46093",440
"37165",440
"39037",441
"17105",442
"18083",444
"48163",444
"37013",445
"42039",446
"36099",447
"27111",447
"48463",449
"41015",450
"21205",450
"21121",451
"01047",452
"12129",453
"19123",453
"01025",453
"17073",453
"08071",454
"53017",455
"54035",455
"53045",455
"13129",456
"40115",457
"17133",457
"27007",458
"55021",459
"12107",459
"31119",464
"51191",464
"18133",465
"54099",465
"37161",467
"22053",467
"47073",470
"05009",472
"42121",472
"48481",475
"16017",476
"48389",479
"17049",483
"31159",483
"13095",483
"27025",485
"53003",486
"42083",486
"21071",487
"55061",490
"05019",491
"42119",491
"21001",492
"29069",493
"37171",494
"05139",495
"50003",495
"41013",496
"55029",496
"08043",497
"29127",497
"01045",499
"51685",500
"19019",500
"26155",501
"37193",504
"13175",504
"13177",504
"36107",505
"26143",506
"36035",507
"37069",507
"26043",510
"32001",510
"22093",512
"01115",512
"28001",513
"05043",514
"35028",515
"56031",516
"47107",516
"35029",517
"13233",518
"56033",519
"37139",519
"13137",520
"17177",520
"01093",521
"19127",522
"51149",522
"18107",523
"45021",523
"48049",524
"20057",524
"39027",526
"08051",527
"37175",528
"22113",528
"27147",530
"51187",531
"27103",532
"19193",533
"08085",534
"17007",536
"05003",536
"46081",537
"48097",538
"48013",539
"31111",541
"46065",542
"22001",543
"39059",545
"13157",549
"47145",551
"21021",551
"39069",552
"50005",552
"04001",553
"42103",553
"23023",554
"48171",554
"40019",555
"28113","555"
"22115","557"
"18029","559"
"48189","559"
"36121","561"
"31053","562"
"54055","565"
"39023","567"
"19031","569"
"36023","570"
"05093","571"
"18077","571"
"35035","572"
"41027","573"
"39011","574"
"51019","574"
"26067","575"
"19187","575"
"51171","577"
"51009","579"
"29027","580"
"17141","587"
"06009","587"
"17195","588"
"48299","590"
"26165","591"
"28083","594"
"20055","596"
"01031","599"
"29029","599"
"27049","600"
"46027","601"
"18145","602"
"40071","604"
"06051","606"
"35009","608"
"04009","609"
"39051","611"
"47089","612"
"31001","613"
"37107","615"
"39175","617"
"27109","617"
"26101","617"
"28067","619"
"48053","622"
"05055","623"
"45031","623"
"42033","625"
"36057","626"
"28149","630"
"23009","634"
"56029","634"
"36021","635"
"20111","635"
"40051","638"
"51570","639"
"13277","641"
"49019","641"
"47183","643"
"37123","643"
"20079","647"
"48381","647"
"21239","649"
"48325","655"
"49051","657"
"19139","661"
"31167","662"
"36039","663"
"21089","665"
"48465","668"
"21125","669"
"56037","670"
"35055","682"
"37037","682"
"28043","683"
"48293","684"
"05145","685"
"48323","685"
"47045","685"
"37141","686"
"26149","691"
"18037","692"
"55033","694"
"42123","696"
"45075","696"
"48249","697"
"17095","698"
"55015","703"
"55115","704"
"05005","707"
"54051","708"
"39097","708"
"18151","709"
"20035","712"
"16065","714"
"18099","715"
"33019","716"
"48327","717"
"51065","719"
"28109","719"
"22099","720"
"37083","724"
"21009","726"
"47147","729"
"42035","730"
"19045","730"
"39005","733"
"01083","733"
"13275","734"
"42009","735"
"50027","736"
"51690","737"
"26029","738"
"25019","739"
"48001","739"
"40039","744"
"26159","745"
"26033","748"
"55017","750"
"51670","751"
"01127","752"
"40013","754"
"50025","761"
"40111","764"
"22121","766"
"36051","768"
"54049","770"
"48291","771"
"30093","773"
"39033","774"
"36031","774"
"35025","779"
"17029","780"
"46013","780"
"42037","780"
"01017","783"
"08107","784"
"13295","786"
"56039","787"
"29147","788"
"47177","789"
"47043","793"
"31157","795"
"48213","796"
"36105","799"
"18109","806"
"19065","806"
"37023","806"
"48007","807"
"35031","808"
"36089","809"
"36053","811"
"21195","812"
"40121","812"
"49013","813"
"13009","814"
"51015","815"
"24035","817"
"05033","821"
"17183","824"
"41033","825"
"37157","826"
"48259","827"
"48203","831"
"32007","836"
"45055","840"
"26069","840"
"35051","841"
"27085","843"
"27099","844"
"51047","845"
"54037","849"
"05035","849"
"16013","849"
"24029","850"
"42025","851"
"39159","851"
"45047","851"
"37105","851"
"51137","855"
"13029","864"
"51775","865"
"47059","869"
"34033","870"
"48349","871"
"36101","873"
"06093","883"
"39013","885"
"28075","890"
"51750","890"
"06103","897"
"13255","900"
"48277","904"
"01051","905"
"54019","907"
"21161","908"
"21179","909"
"37099","909"
"21107","914"
"27169","918"
"39167","921"
"39129","923"
"55141","924"
"17109","926"
"36077","926"
"54029","926"
"18169","929"
"01043","929"
"39141","930"
"40131","940"
"48477","943"
"35005","946"
"35015","946"
"21199","948"
"51790","949"
"47031","952"
"20037","955"
"01121","964"
"55027","972"
"21211","976"
"29169","977"
"40123","983"
"01001","984"
"20113","985"
"19033","990"
"13117","993"
"47063","995"
"36117","997"
"20045","997"
"29187","999"
"37027","1000"
"25011","1003"
"47003","1007"
"32019","1013"
"22075","1013"
"47035","1028"
"20209","1030"
"28073","1034"
"36037","1034"
"40047","1035"
"51179","1036"
"24041","1041"
"29019","1043"
"19125","1045"
"53031","1045"
"51165","1046"
"29161","1050"
"05085","1061"
"13285","1068"
"13313","1068"
"36043","1072"
"22095","1073"
"18065","1075"
"37087","1077"
"33005","1078"
"16069","1083"
"06069","1084"
"27171","1091"
"40021","1106"
"22101","1106"
"37011","1115"
"20051","1118"
"18105","1118"
"42013","1122"
"55071","1122"
"37151","1125"
"37147","1126"
"48055","1131"
"42063","1132"
"01095","1134"
"12023","1138"
"29207","1147"
"39029","1148"
"53025","1151"
